Metabolic Control Analysis Result:

A steady state was found. All coefficients are shown.

Unscaled elasticities
Unscaled elasticity matrix
Rows:    Reactions (reduced system)
Columns: Species (reduced system)
	P	Hout	ADP	Q	NAD	PYR	GAP	NADP	F6P	ACCOA	PEP	PGN	MAL	SUC	OAA	ACE	tkt	RU5P	G6P	AMP	ICIT	DAP	eiia	GLCx	ACEx	Pp	PGA3	ei	icd	S7P	ACO	GL6P	SUCCOA	FAD	E4P	PGA2	KDPG	ACEp	FUM	eiicb	X5P	ACP	BPG	GLCp	GLX	R5P	hprP	talC3	CIT	ATP	AKG	FDP	CAMP	NADPH	FADH2	eiiaP	tal	QH2	hpr	icdP	NADH	eiP	eiicbP	tktC2
(NDHII)	-0.0194391	0.0538398	-0.000551539	-0.000100157	0.131214	1.72142e-06	0.000617896	0.00187261	0.119234	0.425045	3.4355e-05	0.084099	0.0201381	-0.0532943	0.0686443	0.115344	-0.0121874	-0.0322026	-0.656087	-0.0178706	0.011209	0.0247603	-0.0939872	0.683567	0.00387588	0.106963	9.9469e-05	8.53722e-05	0.0107848	0.41043	8.99362e-06	-0.00731739	-7.82465e-06	4.69613e-05	-4.69613e-05	-0.052591	-0.00640518	-0.782057	0.818026	-0.252508	-0.0211662	-0.595248	0.171253	0.0107222	0.0197537	-0.735431	0.796648	0.0225014	8.63911e-06	0.00273704	-1.54818e-06	-0.000178159	-9.7151e-06	0	1.32997e-15	1.16797	0.0874476	-0.000830671	0.460475	-2070.37	0.0359692	1.8252e-15	-0.218542	-5.88515e-06	-8.31741e-06	-0.0149696	-8.31741e-06	3.4355e-05
(GROWTH)	1.22864e-06	-2.35894e-06	7.32558e-08	1.33029e-08	-7.29699e-06	-9.57302e-11	-4.48135e-08	-1.35812e-07	-9.25022e-06	-1.34139e-05	5.01819e-09	2.46613e-08	-1.17593e-06	3.20477e-06	-3.68479e-06	-6.50905e-06	7.31634e-07	2.18222e-06	4.446e-05	3.38646e-07	-3.38643e-07	-1.68165e-06	8.72527e-06	-8.69812e-06	-3.78073e-07	-4.20312e-06	-3.3166e-09	-2.84657e-09	2.64195e-06	-2.16395e-05	-6.97728e-10	-3.51471e-06	-5.73816e-09	-5.84318e-08	5.84318e-08	-1.71585e-05	-2.08977e-06	-0.000191693	0.000189672	8.51471e-07	7.13739e-08	9.33692e-07	-7.30591e-06	-1.49534e-06	-1.20558e-06	0.00010839	-0.000110935	-4.70919e-07	3.2511e-09	-5.72821e-08	2.28175e-10	2.62576e-08	1.43184e-09	-1.58233e-21	-1.32452e-19	0.000186399	-4.38491e-06	-3.9899e-07	-2.29218e-06	0.1251	-2.02029e-06	5.65749e-20	1.1542e-05	3.10816e-10	-3.34228e-08	-6.01539e-05	-3.34228e-08	5.01819e-09
(ATP_MAINTENANCE)	-0.0879855	0.318178	0.000119927	2.17782e-05	0.85624	1.12331e-05	0.00399139	0.0120964	0.828099	0.995323	-0.000529965	0.124121	0.114116	-0.308351	0.367424	0.638739	-0.0704416	-0.202664	-4.12902	-1.05106	-0.748028	0.0151422	-1.80752	0.921256	0.0322218	1.00464	-0.00402764	-0.00345684	-0.22438	2.1178	6.2462e-05	0.170654	1.41327e-05	-0.0954456	0.0954456	0.791749	0.0964291	16.271	-17.0039	-0.441003	-0.0369667	0.349541	0.681063	0.246534	0.209885	-20.0145	18.3022	-0.872808	-0.000444688	-0.106167	-4.21332e-05	-0.00484853	-0.000264393	-4.57243e-16	5.39394e-15	-0.523452	0.153951	0.0193726	-0.17346	-12016.2	0.267114	6.30211e-15	-2.04254	-5.50039e-05	0.00139542	2.51145	0.00139542	-0.000529965
(XCH_GLC)	4.05004e-21	-1.26614e-19	2.02107e-20	6.58311e-21	-4.34754e-21	2.00943e-19	8.1957e-21	-6.22699e-21	2.18599e-20	4.09414e-21	-5.36067e-21	-3.1985e-21	1.55949e-20	2.27936e-20	-2.25389e-20	1.22742e-20	-3.35919e-21	8.42995e-21	3.77861e-20	2.28259e-20	-2.81575e-21	-9.2967e-20	9.41985e-20	2.77586e-20	2.46551e-20	8.43528e-21	2.71624e-21	1.62585e-22	-4.6038e-21	-8.19243e-22	-1.45459e-20	-1.53281e-20	9.89367e-21	1.13063e-21	-1.13063e-21	-1.52836e-20	3.69101e-20	-4.35527e-19	1.35562e-20	-2.88844e-20	-8.64297e-21	1.88622e-21	-3.04055e-22	-2.24956e-19	1.41441e-19	-1.35279e-19	1.40745e-19	4.24441e-20	-7.45159e-20	8.16562e-21	8.25489e-21	3.43946e-19	1.04874e-19	4.67327e-20	4.21599e-17	1	8.72988e-24	3.24043e-22	9.95453e-22	1.19959e-15	-1.13133e-19	1.07176e-16	-5.04879e-21	3.18867e-26	-4.76508e-21	2.41504e-21	5.32015e-21	-5.36067e-21
(PIT)	0.00255312	-0.00490187	0.000152226	2.76435e-05	-0.0151631	-1.98927e-07	-9.31225e-05	-0.000282218	-0.019222	-0.0278741	1.04278e-05	5.12461e-05	-0.00244357	0.0066595	-0.00765699	-0.0135258	0.00152034	0.00453466	0.0923879	0.000703707	-0.000703699	-0.00349446	0.0181311	-0.0180747	-0.000785636	-0.00873408	-6.8919e-06	-5.91517e-06	0.00548997	-0.0449669	-1.44988e-06	-0.00730356	-1.19239e-05	-0.000121421	0.000121421	-0.0356554	-0.00434255	-0.398338	0.394139	0.00176936	0.000148315	0.00194021	-0.0151817	-0.00310732	-0.0025052	0.225234	-0.230523	-0.000978569	6.75579e-06	-0.000119032	4.74148e-07	5.45633e-05	2.97536e-06	2.16801e-16	1.43286e-14	0.387337	-0.00911184	-0.000829101	-0.00476315	259.958	-0.00419816	4.22687e-15	0.0239842	6.45875e-07	-6.94525e-05	-0.125	-6.94525e-05	1.04278e-05
(XCH_P)	0.00255312	-0.00490187	0.000152226	2.76435e-05	-0.0151631	-1.98927e-07	-9.31225e-05	-0.000282218	-0.019222	-0.0278741	1.04278e-05	5.12461e-05	-0.00244357	0.0066595	-0.00765699	-0.0135258	0.00152034	0.00453466	0.0923879	0.000703707	-0.000703699	-0.00349446	0.0181311	-0.0180747	-0.000785636	-0.00873408	-6.8919e-06	-5.91517e-06	0.00548997	-0.0449669	-1.44988e-06	-0.00730356	-1.19239e-05	-0.000121421	0.000121421	-0.0356554	-0.00434255	-0.398338	0.394139	0.00176936	0.000148315	0.00194021	-0.0151817	-0.00310732	-0.0025052	0.225234	-0.230523	-0.000978569	6.75579e-06	-0.000119032	4.74148e-07	5.45633e-05	2.97536e-06	-1.85249e-16	2.59348e-15	0.387337	-0.00911184	-0.000829101	-0.00476315	259.958	-0.00419816	2.96398e-15	0.0239842	6.45875e-07	-6.94525e-05	-0.125	-6.94525e-05	1.04278e-05
(XCH_ACE1)	-1.90933e-08	-1.4541e-09	-4.36738e-09	-7.93096e-10	5.87579e-08	7.84884e-13	6.51939e-10	1.97578e-09	2.51488e-07	-4.87887e-07	-4.71314e-10	-3.62327e-07	1.63961e-08	-5.03585e-08	3.40505e-08	7.94737e-08	-1.14736e-08	-4.68889e-08	-9.55302e-07	3.40225e-07	7.1338e-08	2.67433e-07	-3.7607e-09	4.25005e-07	1.54104e-08	-4.36893e-06	-9.8576e-10	-8.46058e-10	-4.21024e-08	2.58889e-07	1.89811e-11	2.76773e-08	6.89446e-11	8.51694e-09	-8.51694e-09	1.13039e-07	1.37673e-08	3.05803e-06	-2.71926e-06	1.01737e-06	8.52803e-08	-1.59758e-07	1.16454e-08	9.10435e-08	-7.658e-08	-6.15873e-06	6.74523e-06	5.07474e-05	-5.66725e-05	6.17286e-06	-1.29662e-11	-1.49196e-09	-8.13595e-11	8.32636e-16	4.85704e-16	2.61514e-06	-1.79917e-08	3.14193e-09	1.02433e-07	-0.00198595	3.38771e-07	-2.08159e-16	7.47325e-07	2.01248e-11	0.000554971	0.99883	0.000554971	-4.71314e-10
(_ACE_OUT)	-1.90933e-08	-1.45409e-09	-4.36737e-09	-7.93096e-10	5.87579e-08	7.70853e-13	6.51941e-10	1.97578e-09	2.51488e-07	-4.87887e-07	-4.71314e-10	-3.62327e-07	1.63961e-08	-5.03585e-08	3.40505e-08	7.94737e-08	-1.14736e-08	-4.68889e-08	-9.55302e-07	3.40225e-07	7.1338e-08	2.67433e-07	-3.76072e-09	4.25005e-07	1.54104e-08	-4.36893e-06	-9.8576e-10	-8.46058e-10	-4.21024e-08	2.58889e-07	1.89693e-11	2.76773e-08	6.89441e-11	8.51694e-09	-8.51694e-09	1.13039e-07	1.37673e-08	3.05803e-06	-2.71926e-06	1.01737e-06	8.52803e-08	-1.59758e-07	1.16454e-08	9.10436e-08	-7.658e-08	-6.15873e-06	6.74523e-06	5.07474e-05	-5.66725e-05	6.17286e-06	-1.29649e-11	-1.49196e-09	-8.13572e-11	4.49378e-21	-3.85525e-21	2.61514e-06	-1.79917e-08	3.14193e-09	1.02433e-07	-0.00198595	3.38771e-07	1.5421e-21	7.47325e-07	2.01248e-11	0.000554971	0.99883	0.000554971	-4.71314e-10
(XCH_ACE2)	-1.90933e-08	-1.45407e-09	-4.36737e-09	-7.93095e-10	5.87579e-08	7.5675e-13	6.51942e-10	1.97578e-09	2.51488e-07	-4.87887e-07	-4.71314e-10	-3.62327e-07	1.63962e-08	-5.03585e-08	3.40505e-08	7.94737e-08	-1.14736e-08	-4.68889e-08	-9.55302e-07	3.40225e-07	7.1338e-08	2.67433e-07	-3.76074e-09	4.25005e-07	1.54104e-08	-4.36893e-06	-9.85761e-10	-8.46058e-10	-4.21024e-08	2.58889e-07	1.89577e-11	2.76773e-08	6.89436e-11	8.51694e-09	-8.51694e-09	1.13039e-07	1.37673e-08	3.05803e-06	-2.71926e-06	1.01737e-06	8.52803e-08	-1.59758e-07	1.16454e-08	9.10436e-08	-7.65801e-08	-6.15873e-06	6.74523e-06	5.07474e-05	-5.66725e-05	6.17286e-06	-1.29648e-11	-1.49196e-09	-8.13544e-11	-5.63179e-16	-5.48152e-16	2.61514e-06	-1.79917e-08	3.14193e-09	1.02433e-07	-0.00198595	3.38771e-07	-2.80321e-16	7.47325e-07	2.01248e-11	0.000554971	0.99883	0.000554971	-4.71314e-10
(GL6P_HYDROLYSIS)	-1.9565e-08	-3.40519e-08	-7.40228e-11	-1.34422e-11	-2.53344e-09	-3.32365e-14	2.76071e-11	8.36664e-11	-2.51682e-08	4.36289e-07	-5.27133e-07	-6.44036e-08	6.04109e-10	-1.36714e-09	6.12474e-09	7.3999e-09	-3.82257e-10	2.4307e-09	4.95224e-08	2.27284e-08	-1.01791e-08	-1.14432e-09	2.55353e-08	-2.66885e-08	-8.01472e-10	5.39638e-09	-5.74608e-11	-4.93174e-11	-9.21793e-09	-2.6507e-09	-1.89839e-12	8.86103e-09	1.06496e-11	-1.16364e-09	1.16364e-09	4.92059e-08	5.9929e-09	6.68636e-07	-6.7996e-07	-4.86038e-08	-4.07417e-09	1.65777e-08	5.09028e-08	-1.16905e-08	-6.04198e-09	8.5703e-07	-8.67986e-07	3.28903e-10	-1.86953e-12	4.00074e-11	1.80416e-12	2.07616e-10	1.13214e-11	1.46203e-22	-7.36431e-22	7.89444e-08	2.66773e-08	1.0059e-09	-7.87712e-10	-3.10461e-05	-1.13235e-08	-4.38609e-22	6.33098e-08	1.70488e-12	1.94165e-11	3.49456e-08	1.94165e-11	0.999999

Scaled flux control coefficients
Scaled flux control coefficients
Rows:    Reactions (reduced system)
Columns: Reactions (reduced system)
	(PGI)	(PFK)	(FBA)	(TPI)	(GDH)	(PGK)	(GPM)	(ENO)	(PYK)	(ZWF)	(PGL)	(GND)	(RPE)	(RPI)	(X5P_GAP_TKT)	(F6P_E4P_TKT)	(S7P_R5P_TKT)	(F6P_GAP_TAL)	(S7P_E4P_TAL)	(FBP)	(PPC)	(PCK)	(PPS)	(MAE)	(PDH)	(GLT)	(ACN_1)	(ACN_2)	(ICD)	(LPD)	(SK)	(SDH)	(FUMA)	(MQO)	(MDH)	(ACEA)	(ACEB)	(ACEK_1)	(ACEK_2)	(EDD)	(EDA)	(NDHI)	(PNT)	(ADK)	(ATP_SYN)	(CYA)	(DOS)	(ACK)	(ACS)	(PTA)	(PTS_0)	(PTS_1)	(PTS_2)	(PTS_3)	(PTS_4)	(_GLC_FEED)	(CYTBO)	(SQR)	(NDHII)	(GROWTH)	(ATP_MAINTENANCE)	(XCH_GLC)	(PIT)	(XCH_P)	(XCH_ACE1)	(_ACE_OUT)	(XCH_ACE2)	(GL6P_HYDROLYSIS)	'Summation Error'
(PGI)	0.0227411	0.0503767	-0.000388669	-7.05806e-05	0.008443	1.10765e-07	3.4638e-05	0.000104974	0.0384104	-0.260109	-0.000117974	0.00189716	6.9947e-05	-0.000408103	-0.000284502	-1.23166e-05	-3.80079e-05	-0.000382019	-0.00778315	-2.03987e-05	0.00602904	0.00229995	-3.66527e-06	0.00610135	0.00173313	-0.00103578	9.95833e-05	8.54703e-05	0.00875918	0.0231332	2.04584e-06	-0.013369	-1.5877e-05	0.0239151	-0.0214751	-0.0354214	-0.00431406	-0.00844865	0.00861382	-0.00344011	-0.000288364	-0.0572757	0.0252944	0.00252531	0.0918829	-0.0544034	0.0551387	-8.14837e-06	2.39292e-07	-9.9116e-07	-3.44723e-06	-0.000396694	-2.16319e-05	-4.13593e-16	6.58782e-16	1.21254	-0.187188	-0.00151765	-0.00157647	-0.0204252	0.121412	8.03949e-16	-0.0313951	-8.45442e-07	-1.34016e-10	-2.412e-07	-1.34016e-10	-6.29343e-11	2.92998e-15
(PFK)	0.00983835	0.0233391	0.000571766	0.00010383	0.0385784	5.06116e-07	4.07125e-05	0.000123384	0.02	-0.117214	-5.42706e-05	0.0363706	7.96845e-05	-0.000222233	3.55626e-05	4.65312e-05	-1.71142e-05	-0.00019496	-0.00397205	0.000617452	0.0028885	0.00130669	-1.885e-06	0.00299868	-0.0057252	0.000402049	4.79981e-05	4.11958e-05	0.00284489	0.0128017	1.06525e-06	-0.00367642	-3.24283e-06	0.0117715	-0.0105705	-0.0104587	-0.00127379	-0.00274373	0.00282603	-0.0418927	-0.00351162	-0.0253766	0.0093689	0.001218	0.0463957	-0.0245229	0.0249011	2.13919e-05	-5.25438e-08	2.60209e-06	-1.55387e-06	-0.000178814	-9.75082e-06	2.11098e-16	-3.25382e-16	1.03464	-0.0675116	-0.000417348	0.00384705	-0.0134028	0.0604931	8.39659e-16	-0.0156056	-4.20246e-07	3.31833e-11	5.97229e-08	3.31833e-11	-2.8951e-11	3.84154e-14
(FBA)	0.00985571	0.0232714	0.00059808	0.000108609	0.0397944	5.22068e-07	4.05757e-05	0.000122969	0.0199424	-0.117243	-5.42585e-05	0.0363712	7.95245e-05	-0.000221398	3.57545e-05	4.64266e-05	-1.70337e-05	-0.000194352	-0.00395968	-9.00483e-06	0.00289642	0.0013082	-1.83427e-06	0.00299072	-0.00572901	0.000318228	4.81026e-05	4.12854e-05	0.00284517	0.0127703	1.06219e-06	-0.00367585	-3.23468e-06	0.011809	-0.0106041	-0.010453	-0.0012731	-0.002744	0.00282649	-0.0418923	-0.00351159	-0.0253992	0.00937593	0.00114287	0.0463396	-0.0245521	0.0249541	7.04756e-05	-3.19304e-08	8.57258e-06	-1.55572e-06	-0.000179027	-9.76242e-06	6.50618e-16	-5.3218e-15	1.03413	-0.0675407	-0.000417283	0.0038587	-0.0133633	0.0606354	9.48183e-15	-0.0155881	-4.19774e-07	3.11781e-11	5.6114e-08	3.11781e-11	-2.89446e-11	6.87092e-15
(TPI)	0.00985571	0.0232714	0.00059808	0.000108609	0.0397944	5.22068e-07	4.05757e-05	0.000122969	0.0199424	-0.117243	-5.42585e-05	0.0363712	7.95245e-05	-0.000221398	3.57545e-05	4.64266e-05	-1.70337e-05	-0.000194352	-0.00395968	-9.00483e-06	0.00289642	0.0013082	-1.83427e-06	0.00299072	-0.00572901	0.000318228	4.81026e-05	4.12854e-05	0.00284517	0.0127703	1.06219e-06	-0.00367585	-3.23468e-06	0.011809	-0.0106041	-0.010453	-0.0012731	-0.002744	0.00282649	-0.0418923	-0.00351159	-0.0253992	0.00937593	0.00114287	0.0463396	-0.0245521	0.0249541	7.04756e-05	-3.19304e-08	8.57258e-06	-1.55572e-06	-0.000179027	-9.76242e-06	2.48735e-15	2.97372e-14	1.03413	-0.0675407	-0.000417283	0.0038587	-0.0133633	0.0606354	8.04825e-15	-0.0155881	-4.19774e-07	3.11781e-11	5.6114e-08	3.11781e-11	-2.89446e-11	6.97828e-14
(GDH)	0.00417331	0.0120884	0.000250976	4.55761e-05	0.0257311	3.37571e-07	5.8844e-05	0.000178333	0.0129985	-0.0537012	-2.64422e-05	0.0172461	8.58983e-05	-0.000300702	0.000167944	0.000111136	-2.80403e-05	-0.00015171	-0.0030909	-4.36507e-06	0.00143871	0.00107064	-1.18797e-06	0.00188513	-0.00236673	0.00245433	2.46296e-05	2.11391e-05	0.000527742	0.0119056	6.92336e-07	4.00593e-05	1.37741e-06	0.00599588	-0.00538413	-0.000889569	-0.000108343	-0.000508641	0.000556115	-0.0199006	-0.00166815	-0.0128989	0.00354827	0.000636055	0.0271342	-0.0136487	0.0138865	5.43174e-05	-1.5939e-07	6.60712e-06	-8.64842e-07	-9.95229e-05	-5.42703e-06	6.53506e-17	-4.23816e-18	0.979022	-0.0245783	4.54753e-06	0.00477882	-0.0146731	0.0348964	8.27253e-16	-0.0089906	-2.42109e-07	9.86345e-11	1.77521e-07	9.86345e-11	-1.41058e-11	2.26802e-16
(PGK)	0.00417331	0.0120884	0.000250976	4.55761e-05	0.0257311	3.37571e-07	5.8844e-05	0.000178333	0.0129985	-0.0537012	-2.64422e-05	0.0172461	8.58983e-05	-0.000300702	0.000167944	0.000111136	-2.80403e-05	-0.00015171	-0.0030909	-4.36507e-06	0.00143871	0.00107064	-1.18797e-06	0.00188513	-0.00236673	0.00245433	2.46296e-05	2.11391e-05	0.000527742	0.0119056	6.92336e-07	4.00593e-05	1.37741e-06	0.00599588	-0.00538413	-0.000889569	-0.000108343	-0.000508641	0.000556115	-0.0199006	-0.00166815	-0.0128989	0.00354827	0.000636055	0.0271342	-0.0136487	0.0138865	5.43174e-05	-1.5939e-07	6.60712e-06	-8.64842e-07	-9.95229e-05	-5.42703e-06	-1.93818e-16	-2.26656e-15	0.979022	-0.0245783	4.54753e-06	0.00477882	-0.0146731	0.0348964	6.06889e-15	-0.0089906	-2.42109e-07	9.86345e-11	1.77521e-07	9.86345e-11	-1.41058e-11	3.56987e-13
(GPM)	0.0039605	0.0138648	0.000235741	4.28094e-05	0.0339294	4.45125e-07	0.000100461	0.000304457	0.0172127	-0.0553059	-2.88067e-05	0.0183425	0.000137446	-0.000506998	0.000323022	0.000203433	-4.89151e-05	-0.00021831	-0.00444779	-4.73368e-06	0.00159264	0.00156939	-1.56782e-06	0.00245161	-0.00218269	0.00481325	2.79369e-05	2.39776e-05	-0.000224202	0.0182575	9.16795e-07	0.00174781	4.2491e-06	0.00675619	-0.00606687	0.00294329	0.00035847	0.000216907	-0.00015842	-0.0212008	-0.00177714	-0.0145371	0.00291553	0.000766527	0.0337955	-0.0164358	0.0167337	7.77585e-05	-3.07477e-07	9.45847e-06	-1.04144e-06	-0.000119845	-6.53522e-06	-8.15834e-16	-9.08818e-16	0.942149	-0.0190186	0.000198412	0.00790307	-0.0235788	0.0429917	1.30286e-15	-0.0110916	-2.98687e-07	1.85096e-10	3.33134e-07	1.85096e-10	-1.53671e-11	2.6726e-13
(ENO)	0.0039605	0.0138648	0.000235741	4.28094e-05	0.0339294	4.45125e-07	0.000100461	0.000304457	0.0172127	-0.0553059	-2.88067e-05	0.0183425	0.000137446	-0.000506998	0.000323022	0.000203433	-4.89151e-05	-0.00021831	-0.00444779	-4.73368e-06	0.00159264	0.00156939	-1.56782e-06	0.00245161	-0.00218269	0.00481325	2.79369e-05	2.39776e-05	-0.000224202	0.0182575	9.16795e-07	0.00174781	4.2491e-06	0.00675619	-0.00606687	0.00294329	0.00035847	0.000216907	-0.00015842	-0.0212008	-0.00177714	-0.0145371	0.00291553	0.000766527	0.0337955	-0.0164358	0.0167337	7.77585e-05	-3.07477e-07	9.45847e-06	-1.04144e-06	-0.000119845	-6.53522e-06	6.66552e-17	4.15392e-16	0.942149	-0.0190186	0.000198412	0.00790307	-0.0235788	0.0429917	1.23587e-15	-0.0110916	-2.98687e-07	1.85096e-10	3.33134e-07	1.85096e-10	-1.53671e-11	5.36169e-14
(PYK)	-0.0125979	-0.0080303	-0.000126746	-2.30166e-05	0.175002	2.29587e-06	0.00131873	0.00399657	0.132533	-0.0876082	-8.89496e-05	0.0442434	0.000930218	-0.00384129	0.00194333	0.00140078	-0.000380249	-0.00168628	-0.0343557	1.24023e-05	-0.00415033	0.0128408	8.05866e-05	-0.119563	0.00139891	-0.0428707	-8.25242e-05	-7.08288e-05	-0.0943376	0.0565709	7.05908e-06	0.188263	0.000297297	0.0332713	-0.0298767	0.447631	0.0545181	0.0910128	-0.0909037	-0.0525213	-0.00440255	-0.0261759	0.00496624	0.00515424	0.0721841	-0.112905	0.112365	-0.00219601	-2.13923e-06	-0.000267121	-7.15413e-06	-0.000823272	-4.48934e-05	1.62822e-16	-3.55287e-15	0.290818	0.0720667	0.0213717	0.0188057	-0.172501	0.0801721	-3.55606e-15	-0.0227398	-6.12363e-07	7.6335e-10	1.37387e-06	7.6335e-10	-4.74508e-11	6.39896e-14
(ZWF)	-0.0658277	-0.144053	0.00109131	0.000198177	-0.0186702	-2.44937e-07	-6.72099e-05	-0.000203687	-0.107592	0.749792	0.000338786	-0.00545947	-0.000161752	0.00101369	0.000942054	0.000108411	9.29867e-05	0.00105017	0.0213958	5.86019e-05	-0.0172899	-0.00624738	1.02831e-05	-0.017169	-0.0046988	0.00486586	-0.000284975	-0.000244588	-0.0258696	-0.0617552	-5.73065e-06	0.0399178	4.80564e-05	-0.0684707	0.0614848	0.105225	0.0128156	0.0249527	-0.025421	0.00986828	0.000827201	0.164062	-0.073498	-0.00718734	-0.260088	0.154856	-0.156932	4.05514e-05	-8.06479e-07	4.93263e-06	9.81232e-06	0.00112917	6.15739e-05	1.26062e-16	-1.68814e-15	0.358178	0.544571	0.00453147	0.00694981	0.0519293	-0.344227	-1.6479e-15	0.0890031	2.39677e-06	4.54179e-10	8.17426e-07	4.54179e-10	1.80728e-10	1.92492e-15
(PGL)	-0.0658276	-0.144053	0.00109131	0.000198177	-0.0186702	-2.44937e-07	-6.72101e-05	-0.000203688	-0.107592	0.749792	0.000339313	-0.00545943	-0.000161752	0.00101369	0.000942052	0.000108411	9.29868e-05	0.00105017	0.0213958	5.86019e-05	-0.0172899	-0.00624738	1.02831e-05	-0.017169	-0.0046988	0.00486585	-0.000284975	-0.000244588	-0.0258696	-0.0617553	-5.73065e-06	0.0399178	4.80564e-05	-0.0684707	0.0614848	0.105225	0.0128156	0.0249527	-0.025421	0.0098683	0.000827202	0.164061	-0.073498	-0.00718733	-0.260088	0.154856	-0.156932	4.05513e-05	-8.06479e-07	4.93262e-06	9.81232e-06	0.00112917	6.15739e-05	1.03648e-15	-4.9446e-15	0.358178	0.544571	0.00453147	0.00694982	0.0519294	-0.344227	-2.88401e-15	0.0890031	2.39677e-06	4.54179e-10	8.17426e-07	4.54179e-10	-5.33276e-07	7.16662e-14
(GND)	-0.0683473	-0.156146	0.00646123	0.00117333	0.165226	2.16763e-06	-0.000201213	-0.0006098	-0.122602	0.77724	0.000355743	0.226988	-0.000213751	0.00227668	0.000948492	-0.000206266	0.00024691	0.00140497	0.0286244	6.37952e-05	-0.0175592	-0.00815541	1.20196e-05	-0.0200079	-0.0502181	-0.00681192	-0.000293181	-0.000251631	-0.0284348	-0.0932285	-6.5301e-06	0.0442974	5.48148e-05	-0.0684552	0.0614708	0.116998	0.0142495	0.0274271	-0.0279306	-0.253688	-0.0212652	0.182224	-0.0841785	-0.00825351	-0.280512	0.17812	-0.180198	0.000373632	-6.96828e-07	4.54482e-05	1.12864e-05	0.0012988	7.08242e-05	1.05319e-16	-1.83454e-15	0.19427	0.629756	0.00502864	0.015395	0.0894223	-0.370144	-1.93329e-15	0.0963778	2.59537e-06	4.57305e-10	8.23052e-07	4.57305e-10	1.89774e-10	4.14241e-15
(RPE)	-0.118431	-0.248809	0.0104034	0.00188922	0.342273	4.49033e-06	5.83235e-05	0.000176756	-0.168459	1.30921	0.000583566	0.376823	0.000122555	0.00184067	0.00307072	0.000540562	0.000212132	0.0017426	0.0355032	0.000104976	-0.0285068	-0.00907857	1.68033e-05	-0.0285921	-0.0799029	0.0115135	-0.000468733	-0.000402304	-0.0553478	-0.096821	-8.97259e-06	0.0912122	0.000119851	-0.10973	0.0985347	0.234545	0.0285659	0.0533886	-0.0541418	-0.421509	-0.0353327	0.294071	-0.148653	-0.0127706	-0.414599	0.275848	-0.278833	0.000827343	-2.58612e-06	0.000100637	1.74789e-05	0.00201141	0.000109683	-7.08836e-15	6.3086e-16	-0.705909	1.11936	0.0103544	0.0547772	0.0658676	-0.553674	-1.4882e-15	0.144173	3.88245e-06	1.59001e-09	2.86169e-06	1.59001e-09	3.11308e-10	1.69687e-13
(RPI)	-0.0347409	-0.0939687	0.00381601	0.000692971	0.0464285	6.09103e-07	-0.000375362	-0.00113758	-0.0918314	0.42029	0.000202875	0.126449	-0.000439411	0.00256924	-0.00047552	-0.000707386	0.000270246	0.00117842	0.0240088	3.61631e-05	-0.0102134	-0.00753597	8.80968e-06	-0.014248	-0.0302996	-0.0191082	-0.000175386	-0.00015053	-0.0103762	-0.0908179	-4.89119e-06	0.0128176	1.11756e-05	-0.0407597	0.036601	0.0381247	0.0046433	0.0100069	-0.0103429	-0.14108	-0.0118259	0.107174	-0.0409162	-0.00522258	-0.190539	0.112544	-0.114015	6.91928e-05	5.70882e-07	8.41654e-06	7.13128e-06	0.000820641	4.475e-05	5.33767e-15	-1.84634e-15	0.798288	0.30123	0.00145506	-0.0110303	0.105228	-0.246997	-2.54215e-15	0.0643074	1.73174e-06	-3.02741e-10	-5.4487e-07	-3.02741e-10	1.08225e-10	7.1902e-14
(X5P_GAP_TKT)	-0.118431	-0.248809	0.0104034	0.00188922	0.342273	4.49033e-06	5.83235e-05	0.000176756	-0.168459	1.30921	0.000583566	0.376823	0.000122555	0.00184067	0.00307072	0.000540562	0.000212132	0.0017426	0.0355032	0.000104976	-0.0285068	-0.00907857	1.68033e-05	-0.0285921	-0.0799029	0.0115135	-0.000468733	-0.000402304	-0.0553478	-0.096821	-8.97259e-06	0.0912122	0.000119851	-0.10973	0.0985347	0.234545	0.0285659	0.0533886	-0.0541418	-0.421509	-0.0353327	0.294071	-0.148653	-0.0127706	-0.414599	0.275848	-0.278833	0.000827343	-2.58612e-06	0.000100637	1.74789e-05	0.00201141	0.000109683	-2.91418e-15	-1.53875e-15	-0.705909	1.11936	0.0103544	0.0547772	0.0658676	-0.553674	1.45547e-15	0.144173	3.88245e-06	1.59001e-09	2.86169e-06	1.59001e-09	3.11308e-10	9.71821e-14
